obj_id,name,year,iconic,type,S8,S6,iconic_bin,year_c,type_clean
215,Monogram Sac Plat Tote Bag,1970,yes,bag,0.625,0.8333333333333334,1,11.6,bag
216,Monogram Lady's Steamer Trunk,1950,no,trunk,0.75,1.0,0,9.6,trunk
217,"Trunk in Monogram, Louis Vuitton Steamer Trunk",1950,no,trunk,0.75,1.0,0,9.6,trunk
218,50 cm Duffel Bag,1950,yes,bag,0.53125,0.7083333333333333,1,9.6,bag
219,"Carrying Case / Trunk ""LV""",1950,no,suitcase,0.71875,0.9583333333333334,0,9.6,suitcase
220,Exceptionally Large Louis Vuitton Wardrobe Trunk,1955,no,trunk,0.75,1.0,0,10.1,trunk
221,"Wardrobe Trunk In Monogram Canvas, France",1950,no,trunk,0.75,1.0,0,9.6,trunk
222,Suitcase Classic Monogram Canvas,1960,no,suitcase,0.625,0.8333333333333334,0,10.6,suitcase
223,Cube' trunk,1930,no,trunk,0.75,1.0,0,7.6,trunk
224,Library Trunk,1930,no,trunk,0.71875,0.9583333333333334,0,7.6,trunk
225,Stencil Monogram Cabin Trunk,1930,no,trunk,0.75,1.0,0,7.6,trunk
226,Flat Steamer Trunk,1930,no,trunk,0.75,1.0,0,7.6,trunk
227,Courrier Steamer Trunk,1930,no,trunk,0.75,1.0,0,7.6,trunk
228,The Domed Trunk,1854,yes,trunk,0.9375,0.9166666666666666,1,0.0,trunk
229,The Flat Trunk,1867,yes,trunk,1.0,1.0,1,1.3,trunk
230,The Bed Trunk,1885,yes,trunk,1.0,1.0,1,3.1,trunk
231,The Flower Trunk,1910,yes,case,0.75,1.0,1,5.6,case
232,The Shoe Trunk,1923,yes,trunk,0.71875,0.9583333333333334,1,6.9,trunk
233,The Toiletry Case,1925,yes,trunk,0.96875,0.9583333333333334,1,7.1,trunk
234,The Stokowski Secretary Desk,1929,yes,trunk,0.71875,0.9583333333333334,1,7.5,trunk
235,The Trophy Trunk,1988,yes,trunk,0.96875,0.9583333333333334,1,13.4,trunk
236,The 1000 Cigars Trunk,1997,yes,trunk,0.71875,0.9583333333333334,1,14.3,trunk
237,The 8 Watch Case,2008,yes,case,0.71875,0.9583333333333334,1,15.4,case
238,The Malle Coiffeuse,2018,yes,trunk,0.71875,0.9583333333333334,1,16.4,trunk
239,Olympic Trunks,2024,yes,case,0.96875,0.9583333333333334,1,17.0,case
240,A LOW TRUNK IN STRIPED CANVAS,1880,no,trunk,1.0,1.0,0,2.6,trunk
