obj_id,name,year,iconic,type,S8,S6,iconic_bin,year_c,type_clean
38,"A VERY RARE, BROWN AND TAN PATTERNED STENCILED CANVAS & WOOD MALLE COURRIER 110",1890,no,trunk,0.96875,0.9583333333333334,0,3.6,trunk
39,A CUSTOM GRAPHITE DAMIER CANVAS WATCH & JEWELLERY TRUNK,2016,yes,trunk,0.96875,0.9583333333333334,1,16.2,trunk
40,A NATURAL COWHIDE LEATHER IDEAL TRUNK WITH BRASS HARDWARE,1894,no,trunk,0.9375,0.9166666666666666,0,4.0,trunk
41,A LIMITED EDITION CLASSIC MONOGRAM CANVAS & BLACK CALFSKIN AIRPLANE-SHAPE BAG WITH BLACK HARDWARE BY VIRGIL ABLOH,2021,yes,bag,0.375,0.5,1,16.7,bag
42,"A RARE, MONOGRAM CANVAS EXPLORATOR'S CAMP BED TRUNK WITH BRASS HARDWARE",1911,no,trunk,0.75,1.0,0,5.7,trunk
43,A DAMIER CANVAS MEN HIGH 90 TRUNK WITH BRASS HARDWARE,1896,no,trunk,1.0,1.0,0,4.2,trunk
44,A GROUP OF TWO: AN ORANGE VUITTONITE CANVAS DESK TRUNK FOR LINEN & AN ORANGE VUITTONITE CANVAS LOW 110 TRUNK WITH BRASS HARDWARE,1909,no,trunk,0.96875,0.9583333333333334,0,5.5,trunk
45,A MATTE WHITE & SILVER HIMALAYA NILOTICUS CROCODILE MINI CAPUCINES WITH SILVER HARDWARE,2023,yes,bag,0.71875,0.625,1,16.9,bag
46,A SPECIAL ORDER SHINY BROWN ALLIGATOR CAVIAR SET BOX WITH GOLD HARDWARE,2009,no,case,0.9375,0.9166666666666666,0,15.5,case
47,"A RARE, MONOGRAM PAPER & WOOD MINI FLOWER TRUNK WITH BRASS HARDWARE",1910,yes,case,0.6875,0.9166666666666666,1,5.6,case
48,A COURRIER DAMIER TRUNK,2012,yes,trunk,1.0,1.0,1,15.8,trunk
49,"A RARE, MONOGRAM CANVAS LIBRARY TRUNK WITH SET OF 1911 BRITANNICA ENCYCLOPAEDIA WITH BRASS HARDWARE",1911,no,trunk,0.71875,0.9583333333333334,0,5.7,trunk
50,A MONOGRAM CANVAS WARDROBE TRUNK WITH BRASS HARDWARE,1925,no,trunk,0.71875,0.9583333333333334,0,7.1,trunk
51,A PERSONALIZED BROWN MONOGRAM CANVAS PÉGASE 50,2000,yes,other,0.46875,0.5833333333333333,1,14.6,trunk
52,A LIMITED EDITION PAINTED PUMPKIN MONOGRAM WATCH BOX WITH BRASS HARDWARE BY YAYOI KUSAMA,2023,yes,trunk,0.65625,0.875,1,16.9,trunk
53,A SHINY EMERALD GREEN ALLIGATOR MINI CAPUCINES WITH GOLD HARDWARE,2023,yes,bag,0.71875,0.625,1,16.9,bag
54,A RARE EXTRA TALL MONOGRAM CANVAS WARDROBE TRUNK,1910,yes,trunk,0.75,1.0,1,5.6,trunk
55,A LIMITED EDITION RED EPI LEATHER SUPREME KEEPALL 45 WITH SILVER HARDWARE,2017,yes,bag,0.6875,0.625,1,16.3,bag
56,A RARE LOUIS VUITTON 'MALLE SECRETAIRE' MONOGRAM CANVAS TRUNK,1920,no,trunk,0.71875,0.9583333333333334,0,6.6,trunk
57,"A RARE, MATTE BALLET ROSE SAHARA ALLIGATOR CAPUCINES BB WITH ROSE GOLD HARDWARE",2024,yes,bag,0.71875,0.625,1,17.0,bag
58,A MONOGRAM CANVAS WARDROBE TRUNK WITH BRASS HARDWARE,1930,no,trunk,0.71875,0.9583333333333334,0,7.6,trunk
59,A MATTE WHITE HIMALAYA CROCODILE CITY STEAMER PM WITH SILVER HARDWARE,2020,yes,bag,0.78125,0.7083333333333333,1,16.6,bag
60,A LIMITED EDITION ORANGE MAT MONOGRAM & NATURAL LEATHER BANDOULIÈRE VIA SPEEDY P9 40 WITH GOLD HARDWARE BY PHARRELL WILLIAMS,2023,yes,bag,0.46875,0.625,1,16.9,bag
61,A LIMITED EDITION EMBROIDERED CALFSKIN LEATHER ARTYCAPUCINES WITH GIRAFFE CHARM BY JONAS WOOD,2019,yes,bag,0.46875,0.45833333333333337,1,16.5,bag
62,A NATURAL WOOD COURRIER 80 TRUNK WITH BLACK LACQUERED IRON HARDWARE,1870,no,trunk,0.96875,0.9583333333333334,0,1.6,trunk
63,A SHINY BROWN POROSUS CROCODILE TOILETRY KIT TRUNK WITH BRASS HARDWARE,1931,no,suitcase,0.90625,0.875,0,7.7,suitcase
64,A NATURAL COWHIDE LEATHER IDEAL TRUNK WITH BRASS HARDWARE,1916,no,trunk,0.9375,0.9166666666666666,0,6.2,trunk
65,A MONOGRAM FABRIC CANVAS MEN'S LOW 90 TRUNK WITH BLACK LACQUERED IRON & BRASS HARDWARE,1908,no,trunk,0.75,1.0,0,5.4,trunk
66,A GRIS TRIANON COATED CANVAS LOW TRUNK WITH BLACK LACQUERED IRON HARDWARE,1886,no,trunk,1.0,1.0,0,3.2,trunk
67,A LIMITED EDITION CLASSIC MONOGRAM CANVAS POOCH BAG WITH GOLD HARDWARE BY PHARRELL WILLIAMS,2024,yes,bag,0.34375,0.45833333333333337,1,17.0,bag
68,A NATURAL COWHIDE LEATHER WARDROBE TRUNK WITH BRASS HARDWARE,1911,no,trunk,0.9375,0.9166666666666666,0,5.7,trunk
69,A LIMITED EDITION BROWN CALFSKIN SATCHEL WITH GOLD HARDWARE,2009,yes,bag,0.8125,0.75,1,15.5,bag
70,A DAMIER CANVAS LADY'S HIGH 100 TRUNK WITH BRASS HARDWARE,1895,no,trunk,1.0,1.0,0,4.1,trunk
71,AN ORANGE VUITTONITE CANVAS CABIN 110 TRUNK WITH BRASS HARDWARE,1913,no,trunk,0.9375,0.9166666666666666,0,5.9,trunk
72,A MONOGRAM CANVAS CABIN 80 TRUNK WITH BRASS HARDWARE,1907,no,trunk,0.75,1.0,0,5.3,trunk
73,A BROWN & BEIGE STRIPED CANVAS LOW 110 TRUNK WITH BLACK LACQUERED IRON & BRASS HARDWARE,1882,no,trunk,1.0,1.0,0,2.8,trunk
74,A LIMITED EDITION MIRROR MONOGRAM SPEAKER TRUNK,2022,yes,suitcase,0.6875,0.875,1,16.8,suitcase
75,A LARGE ALZER SUITCASE,1960,no,suitcase,0.6875,0.9166666666666666,0,10.6,suitcase
76,A TRUNK IN NATURAL COW HIDE,1904,no,trunk,0.96875,0.9583333333333334,0,5.0,trunk
77,A GRIS TRIANON CANVAS TRUNK WITH BLACK LACQUERED IRON HARDWARE,1888,no,trunk,1.0,1.0,0,3.4,trunk
78,"A WHITE, BLUSH & METALLIC ALLIGATOR PETITE MALLE WITH BRUSHED ROSE GOLD HARDWARE",2018,yes,bag,0.78125,0.7916666666666666,1,16.4,bag
79,A FUCHSIA MONOGRAM VERNIS PATENT LEATHER PÉGASE 55,2003,yes,other,0.5625,0.75,1,14.9,trunk
80,A MONOGRAM CANVAS WARDROBE TRUNK WITH BRASS HARDWARE,1906,no,trunk,0.71875,0.9583333333333334,0,5.2,trunk
81,‘Malle Haute’ trunk,1910,yes,trunk,1.0,1.0,1,5.6,trunk
82,‘Monogram Miroir’ Speedy handbag,2006,yes,bag,0.4375,0.5833333333333333,1,15.2,bag
83,Christopher' backpack,2017,yes,bag,0.6875,0.625,1,16.3,bag
84,Graffiti Keepall 50' bag,2001,yes,bag,0.5625,0.6666666666666667,1,14.7,bag
85,‘Eye Need You’ bag,2003,yes,bag,0.5,0.625,1,14.9,bag
86,A GROUP OF TWO: A NAVY BLUE CALFSKIN LEATHER & BEADS FLEURS D'ASNIÈRES CAPUCINES BB WITH GOLD HARDWARE AND A MAGNOLIA TAURILLON LEATHER STUDDED CAPUCINES BB WITH GOLD & SILVER HARDWARE,2018,yes,bag,0.5625,0.6666666666666667,1,16.4,bag
87,A SHINY BLUE CROCODILE LOCKIT MM WITH SILVER HARDWARE,2014,yes,bag,0.75,0.6666666666666667,1,16.0,bag
88,"A SILK, CASHMERE & EMBROIDERY GARDEN IN HELL SAC WEEKEND BY JAKE & DINOS CHAPMAN, No. 7/10",2013,yes,bag,0.59375,0.625,1,15.9,bag
89,A CANVAS ALUMINIUM BOUND TRUNK,1896,no,trunk,1.0,1.0,0,4.2,trunk
90,A LIMITED EDITION CLASSIC CANVAS SUPERFLAT JEWELLERY BOX BY TAKASHI MURAKAMI,2003,yes,suitcase,0.71875,0.875,1,14.9,suitcase
91,A MATTE CARAMEL ALLIGATOR VOLTA WITH GOLD HARDWARE,2018,yes,bag,0.8125,0.75,1,16.4,bag
92,A RED & WHITE EPI LEATHER CHRISTOPHER BACKPACK WITH SILVER HARDWARE BY SUPREME,2017,yes,bag,0.71875,0.6666666666666667,1,16.3,bag
93,A LIMITED EDITION SHINY BLACK & GOLD AURORA ALLIGATOR MINI CAPUCINES WITH GOLD HARDWARE,2023,yes,bag,0.6875,0.7083333333333333,1,16.9,bag
94,A LIMITED EDITION CANNES VASE ARCHITETTURA BAG WITH GOLD HARDWARE BY FORNASETTI,2021,no,bag,0.65625,0.75,0,16.7,bag
95,A LIMITED EDITION GREEN & BLACK MONOGRAMOUFLAGE COATED CANVAS KEEPALL BANDOULIÈRE 55 BY TAKASHI MURAKAMI,2008,yes,bag,0.53125,0.7083333333333333,1,15.4,bag
96,A GREY MONOGRAM ECLIPSE ALZER 60 TRUNK,2019,yes,suitcase,0.71875,0.9583333333333334,1,16.5,suitcase
97,"SAC CAPUCINES MM EN CROCODILE POROSUS MAT NOIR, GARNITURE EN MÉTAL DORÉ",2015,yes,bag,0.75,0.6666666666666667,1,16.1,bag
98,A MALLE COURRIER IN MONOGRAM CANVAS,1965,no,trunk,0.75,1.0,0,11.1,trunk
99,A LIMITED EDITION CLASSIC MONOGRAM CANVAS LV HAND MOCA SUPERFLAT JEWELLERY BOX BY TAKASHI MURAKAMI,2007,yes,suitcase,0.78125,0.9583333333333334,1,15.3,suitcase
100,A BLEU TURQUOISE OSTRICH MINI CAPUCINES WITH SILVER HARDWARE,2023,yes,bag,0.8125,0.75,1,16.9,bag
101,A LIMITED EDITION PALE BLUE TAURILLON LEATHER FLOWERS MINI CAPUCINES WITH SILVER HARDWARE BY YAYOI KUSAMA,2023,yes,bag,0.71875,0.6666666666666667,1,16.9,bag
102,AN ORANGE VUITTONITE CANVAS WARDROBE TRUNK WITH BRASS HARDWARE,1909,no,trunk,1.0,1.0,0,5.5,trunk
103,A MONOGRAM CANVAS CABIN 90 TRUNK WITH BRASS HARDWARE,1904,no,trunk,0.75,1.0,0,5.0,trunk
104,A RED & BROWN STRIPED CANVAS MEN'S HIGH 120 TRUNK WITH BLACK LACQUERED IRON & BRASS HARDWARE,1870,no,trunk,1.0,1.0,0,1.6,trunk
105,AN ALZER HARD SUITCASE,1970,no,suitcase,0.71875,0.9583333333333334,0,11.6,suitcase
106,A CLASSIC MONOGRAM CANVAS WOMEN'S STEAMER TRUNK WITH BRASS HARDWARE,1915,no,trunk,0.9375,0.9166666666666666,0,6.1,trunk
107,A GRIS TRIANON CANVAS TRUNK WITH BRASS HARDWARE,1870,no,trunk,1.0,1.0,0,1.6,trunk
108,A MONOGRAM CANVAS IDEAL TRUNK WITH BRASS HARDWARE,1905,no,trunk,0.75,1.0,0,5.1,trunk
109,A FALL/WINTER RUNWAY METALLIC SILVER MIRROR MONOGRAM & CALFSKIN COTTEVILLE TRUNK 45 WITH SILVER HARDWARE BY VIRGIL ABLOH,2022,yes,suitcase,0.71875,0.9583333333333334,1,16.8,suitcase
110,A LIMITED EDITION ICONOCLAST MONOGRAM CANVAS & NATURAL LEATHER TWISTED BOX WITH GOLD HARDWARE BY FRANK GEHRY,2015,no,bag,0.4375,0.5833333333333333,0,16.1,bag
111,A MATTE PURPLE POROSUS CROCODILE CAPUCINES MM WITH GOLD HARDWARE,2015,yes,bag,0.78125,0.7083333333333333,1,16.1,bag
112,"A RARE, WHITE MONOGRAM GRAFFITI BOÎTE CHAPEAU HAT BOX PM BY STEPHEN SPROUSE",2001,no,case,0.59375,0.7083333333333333,0,14.7,case
113,A LIMITED EDITION MULTICOLOR MONOGRAM CANVAS KORO KORO CLUTCH BY TAKASHI MURAKAMI,2025,yes,bag,0.53125,0.7083333333333333,1,17.1,bag
114,A LIMITED EDITION CLASSIC MONOGRAM CANVAS PANDA SUPERFLAT JEWELLERY BOX BY TAKASHI MURAKAMI,2003,yes,suitcase,0.71875,0.9166666666666666,1,14.9,suitcase
115,A SHINY OLIVE GREEN NILOTICUS CROCODILE PETITE BOÎTE CHAPEAU WITH GOLD HARDWARE,2018,yes,bag,0.8125,0.75,1,16.4,bag
116,A MONOGRAM CANVAS WARDROBE TRUNK WITH BRASS HARDWARE,1991,yes,trunk,0.71875,0.9583333333333334,1,13.7,trunk
117,A MONOGRAM CANVAS CABIN 110 TRUNK WITH BRASS HARDWARE,1911,no,trunk,0.71875,0.9583333333333334,0,5.7,trunk
118,A MONOGRAM CANVAS HAT TRUNK WITH BRASS HARDWARE,1905,no,trunk,0.75,1.0,0,5.1,trunk
119,A LIMITED EDITION GREEN TUFFETAGE MONOGRAM WALLET TRUNK WITH GREEN HARDWARE BY VIRGIL ABLOH,2020,yes,bag,0.5625,0.75,1,16.6,bag
120,A LIMITED EDITION MULTICOLOR LEATHER ARTYCAPUCINES,2021,yes,bag,0.625,0.6666666666666667,1,16.7,bag
121,A MONOGRAM CANVAS MAN'S TRUNK,1992,yes,trunk,0.75,0.9583333333333334,1,13.8,trunk
122,A LIMITED EDITION ARTYCAPUCINES MM BY ZENG FANZHI,2022,yes,bag,0.65625,0.7083333333333333,1,16.8,bag
123,A LIMITED EDITION CLASSIC MONOGRAM CANVAS NO.7 ALZER SOFT 55 WITH BRASS HARDWARE BY VIRGIL ABLOH,2021,yes,suitcase,0.65625,0.875,1,16.7,suitcase
124,A MONOGRAM CANVAS BACKGAMMON SUITCASE WITH BRASS HARDWARE,1932,no,suitcase,0.71875,0.9583333333333334,0,7.8,suitcase
125,A BEIGE & BROWN STRIPED CANVAS CABIN 90 TRUNK WITH BRASS HARDWARE,1895,no,trunk,1.0,1.0,0,4.1,trunk
126,AN ALZER HARD SUITCASE,1970,no,suitcase,0.71875,0.9583333333333334,0,11.6,suitcase
127,A MATTE BLACK CROCODILE & MONOGRAM CANVAS CHRISTOPHER BACKPACK WITH SILVER HARDWARE,2017,yes,bag,0.53125,0.7083333333333333,1,16.3,bag
128,A SET OF TWO REVERSE MONOGRAM TRUNK: A COFFRET TRESOR 24 JEWELRY BOX & A COFFRET 8 MONTRES WATCH BOX,2020,yes,trunk,0.71875,0.9583333333333334,1,16.6,trunk
129,A LIMITED EDITION PRISM KEEPALL 50 BY VIRGIL ABLOH,2019,yes,bag,0.4375,0.5833333333333333,1,16.5,bag
130,A CLASSIC MONOGRAM CANVAS SHOE WARDROBE TRUNK,1940,no,trunk,0.75,1.0,0,8.6,trunk
131,A GRIS TRIANON COATED CANVAS TRUNK WITH BLACK LACQUERED IRON & BRASS HARDWARE,1860,no,trunk,1.0,1.0,0,0.6,trunk
132,A GROUP OF THREE: A MONOGRAM CANVAS LEATHER BLISTEN 75 & TWO ALZER 75 SUITCASES WITH BRASS HARDWARE,1941,yes,suitcase,0.71875,0.9583333333333334,1,8.7,suitcase
133,"RARE, RUSTIC CANVAS DOLL WARDROBE TRUNK WITH METAL HARDWARE",1960,no,trunk,0.96875,0.9583333333333334,0,10.6,trunk
134,A LIMITED EDITION YELLOW EPI LEATHER INFINITY DOTS TWIST BAG BY YAYOI KUSAMA,2023,yes,bag,0.59375,0.6666666666666667,1,16.9,bag
135,LIMITED EDITION GIANT DAMIER ÉBÈNE CANVAS KEEPALL BANDOULIÈRE 50,2020,yes,bag,0.5625,0.625,1,16.6,bag
136,A LIMITED EDITION METALLIC LIZARD MINI CAPUCINES WITH SILVER HARDWARE,2023,yes,bag,0.8125,0.75,1,16.9,bag
137,A LIMITED EDITION ARTYCAPUCINES BY LIU WEI,2020,yes,bag,0.65625,0.7083333333333333,1,16.6,bag
138,A LIMITED EDITION CLASSIC MONOGRAM CANVAS FLOWER HEAD SUPERFLAT JEWELLERY BOX BY TAKASHI MURAKAMI,2003,yes,suitcase,0.78125,0.9583333333333334,1,14.9,suitcase
139,A BOITE BOUTEILLE CLASSIC MONOGRAM CANVAS TRAVEL JEWELRY CASE WITH BRASS HARDWARE,2024,yes,case,0.71875,0.9583333333333334,1,17.0,case
140,AN ORANGE VUITTONITE CANVAS STEAMER TRUNK WITH BRASS HARDWARE,1937,no,trunk,0.96875,0.9583333333333334,0,8.3,trunk
141,A LIMITED EDITION POUSSIN MASTERS COLLECTION CANVAS & LEATHER KEEPALL 50 WITH GOLD HARDWARE BY JEFF KOONS,2018,yes,bag,0.625,0.6666666666666667,1,16.4,bag
142,A NATURAL COWHIDE LEATHER TRUNK WITH BRASS HARDWARE,1925,no,case,0.96875,0.9583333333333334,0,7.1,case
143,A MATTE BLACK ALLIGATOR & SHINY BLUE LIZARD EGG BAG WITH GOLD HARDWARE,2019,yes,bag,0.71875,0.625,1,16.5,bag
144,A RUNWAY TURQUOISE & GOLD MONOGRAM SUEDE THEDA PM WITH GOLD HARDWARE BY MARC JACOBS,2004,yes,bag,0.375,0.5,1,15.0,bag
145,A SHARON STONE FOR AMFAR BROWN LEATHER VANITY CASE,2000,yes,case,0.71875,0.9583333333333334,1,14.6,case
146,A SHARON STONE FOR AMFAR VANITY CASE,2000,yes,case,0.71875,0.9583333333333334,1,14.6,case
147,A LIMITED EDITION CHAITAIGNE & MULTICOLOR LEATHER CATOGRAM CITY STEAMER MM WITH GOLD HARDWARE BY GRACE CODDINGTON,2018,yes,bag,0.65625,0.6666666666666667,1,16.4,bag
148,A FIGUE OSTRICH CAPUCINES BB WITH SILVER HARDWARE,2017,yes,bag,0.8125,0.75,1,16.3,bag
149,A LIMITED EDITION ARTYCAPUCINES CALFSKIN LEATHER CAPUCINES BB WITH ENAMEL HARDWARE BY HUANG YUXING,2021,no,bag,0.53125,0.5833333333333333,0,16.7,bag
150, A CLASSIC MONOGRAM CANVAS COFFRET TRESOR 24 WITH BRASS HARDWARE,2005,yes,case,0.65625,0.875,1,15.1,case
151,A CLASSIC MONOGRAM CANVAS COFFRET TRESOR 20 WITH BRASS HARDWARE,2006,yes,case,0.65625,0.875,1,15.2,case
152,A LIMITED EDITION PAINTED PUMPKIN MONOGRAM KEEPALL BANDOULIÈRE 45 WITH GOLD HARDWARE BY YAYOI KUSAMA,2023,yes,bag,0.59375,0.7083333333333333,1,16.9,bag
153,A LIMITED EDITION BLACK EMPREINTE LEATHER TOTE BAG WITH BLACK HARDWARE BY COMME DES GARÇONS,2008,no,bag,0.46875,0.5833333333333333,0,15.4,bag
154,A SHINY BURGUNDY ALLIGATOR GO-14 PM WITH SILVER HARDWARE,2015,yes,bag,0.8125,0.75,1,16.1,bag
155,A LIMITED EDITION MULTICOLOR CALFSKIN LEATHER ARTYCAPUCINES WITH BLUE ACRYLIC MIRROR & COMB,2019,no,bag,0.59375,0.6666666666666667,0,16.5,bag
156,A SHINY ORANGE ALLIGATOR & BLACK PETITE MALLE CLUTCH WITH SILVER HARDWARE,2019,yes,case,0.90625,0.875,1,16.5,case
157, A LIMITED EDITION IRIDESCENT PRISM MONOGRAM CHRISTOPHER GM BACKPACK,2019,yes,bag,0.5625,0.75,1,16.5,bag
158,A MONOGRAM PVC PRISM BANDOULIERE KEEPALL 50 WITH LUCITE HARDWARE BY VIRGIL ABLOH,2019,yes,bag,0.53125,0.7083333333333333,1,16.5,bag
159,A LIMITED EDITION CLASSIC MONOGRAM ICONOCLASTS SAC PLAT WITH GOLD HARDWARE BY REI KAWAKUBO,2014,yes,bag,0.46875,0.5833333333333333,1,16.0,bag
160,A GRIS ALLIGATOR & PYTHON MONOGRAMISSIME EXOTIC SHOPPER GM,2011,yes,bag,0.59375,0.75,1,15.7,bag
161,"A SHINY BLACK CROCODILE, BLUE & CREAM CALFSKIN LEATHER CITY STEAMER MM WITH GOLD HARDWARE",2018,yes,bag,0.8125,0.75,1,16.4,bag
162,A MATTE BLACK CROCODILE SOFT LOCKIT MM WITH SILVER HARDWARE,2014,no,bag,0.6875,0.5833333333333333,0,16.0,bag
163,A WARDROBE TRUNK IN MONOGRAM CANVAS,1928,yes,trunk,0.75,1.0,1,7.4,trunk
164,A BLACK VUITTONITE HUNTING RIFLE TRUNK WITH BRASS HARDWARE,1913,no,suitcase,0.96875,0.9583333333333334,0,5.9,suitcase
165,A NATURAL COWHIDE LEATHER CABIN 110 TRUNK WITH BRASS HARDWARE,1927,no,trunk,0.96875,0.9583333333333334,0,7.3,trunk
166,A DAMIER CANVAS MILITARY TRUNK,1910,no,trunk,1.0,1.0,0,5.6,trunk
167,A MONOGRAM CANVAS STEAMER TRUNK,1910,no,trunk,0.75,1.0,0,5.6,trunk
168,A LIMITED EDITION MULTICOLORE MONOGRAM DALMATIAN SAC RABAT BY TAKASHI MURAKAMI,2003,yes,bag,0.5625,0.6666666666666667,1,14.9,bag
169,A LES EXTRAORDINAIRES MONOGRAM MINK & ALLIGATOR MINI PAPILLON,2004,yes,bag,0.59375,0.75,1,15.0,bag
170,AN ABSOLUTE BLACK MONOGRAM TAURILLON LEATHER KEEPALL BANDOULIÈRE 50 WITH BLACK & ORANGE HARDWARE BY VIRGIL ABLOH,2019,no,bag,0.5,0.6666666666666667,0,16.5,bag
171,A LIMITED EDITION VAN GOGH MASTERS COLLECTION PRINTED CANVAS & LEATHER KEEPALL BANDOULIERE 50 WITH GOLD HARDWARE,2017,no,bag,0.625,0.6666666666666667,0,16.3,bag
172,A MALLE CABINE IN MONOGRAM CANVAS,1965,yes,trunk,0.75,1.0,1,11.1,trunk
173,A WARDROBE TRUNK IN MONOGRAM CANVAS,1926,no,trunk,0.75,1.0,0,7.2,trunk
174,A MONOGRAM CANVAS LP RECORDS TRUNK WITH BRASS HARDWARE,1947,yes,case,0.71875,0.9583333333333334,1,9.3,case
175,A MONOGRAM CANVAS FLOWER TRUNK WITH BRASS HARDWARE,2016,yes,trunk,0.75,1.0,1,16.2,trunk
176,A LIMITED EDITION BLACK EMPREINTE LEATHER INFINITY DOTS POCHETTE METIS WITH SILVER HARDWARE BY YAYOI KUSAMA,2023,yes,bag,0.625,0.7083333333333333,1,16.9,bag
177,A GREEN COATED CANVAS HIGH TRUNK WITH BLACK LACQUERED IRON,1870,no,trunk,1.0,1.0,0,1.6,trunk
178,"A RUNWAY, SHINY OMBRE CREAM CROCODILE CITY STEAMER ONE HANDLE BAG WITH GOLD HARDWARE",2017,yes,bag,0.8125,0.75,1,16.3,bag
179,A GUNMETAL ALLIGATOR PETITE MALLE WITH SILVER HARDWARE,2015,yes,case,0.90625,0.875,1,16.1,case
180,A SET OF TWO: CLASSIC MONOGRAM CANVAS BISTEN 80 AND ALZER 70 TRUNKS WITH BRASS HARDWARE,1980,yes,suitcase,0.71875,0.9583333333333334,1,12.6,suitcase
181,A CANVAS TRUNK WITH SPECIAL LOCK,1904,no,trunk,0.9375,0.9166666666666666,0,5.0,trunk
182,A CLASSIC MONOGRAM COURRIER STEAMER TRUNK WITH BRASS HARDWARE,1910,no,trunk,0.75,1.0,0,5.6,trunk
183,A LIMITED EDITION BLACK MONOGRAM MULTICOLORE CANVAS SPEEDY SOFT 30 WITH SILVER HARDWARE BY TAKASHI MURAKAMI,2025,yes,bag,0.5625,0.75,1,17.1,bag
184,A RARE KHAKI GREEN MONOGRAM GRAFFITI BOÎTE CHAPEAU HAT BOX,2001,yes,bag,0.46875,0.5416666666666667,1,14.7,bag
185,A WARDROBE TRUNK IN MONOGRAM CANVAS,1925,no,trunk,0.71875,0.9583333333333334,0,7.1,trunk
186,"SAC LOCKIT MM EN ALLIGATOR MAT TABAC, GARNITURE EN MÉTAL DORÉ",2014,yes,bag,0.8125,0.75,1,16.0,bag
187,A GROUP OF TWO: A LIMITED EDITION MONOGRAMOUFLAGE SPEEDY 35 WITH GOLD HARDWARE & A MONOGRAMOUFLAGE BELT BY TAKASHI MURAKAMI,2008,yes,bag,0.59375,0.7916666666666666,1,15.4,bag
188,A CLASSIC MONOGRAM CANVAS TRUNK WITH BRASS HARDWARE,1920,yes,trunk,0.75,1.0,1,6.6,trunk
189,A LIMITED EDITION BLANC NEIGE TAURILLON LEATHER ARTYCAPUCINES WITH GOLD HARDWARE 38/200 BY HENRY TAYLOR,2022,no,bag,0.75,0.75,0,16.8,bag
190,A ONE-OF-A-KIND BROWN LEATHER & CALFHAIR STUDDED PUDSEY BACKPAG BAG,2012,no,bag,0.625,0.5,0,15.8,bag
191,A GRIS TRIANON COATED CANVAS ROUNDED LID TRUNK WITH BLACK LACQUERED IRON HARDWARE,1870,no,trunk,0.9375,0.9166666666666666,0,1.6,trunk
192,A SPECIAL ORDER MONOGRAM CANVAS PERFUME TRUNK WITH BRASS HARDWARE,2016,yes,case,0.71875,0.9583333333333334,1,16.2,case
193,A CLASSIC MONOGRAM CANVAS COFFRET TRESOR 24 WITH BRASS HARDWARE,2015,yes,case,0.71875,0.9583333333333334,1,16.1,case
194,A CUSTOM BLUE EPI ALZER 65 TRUNK WITH BRASS HARDWARE,1990,no,suitcase,0.96875,0.9583333333333334,0,13.6,suitcase
195,A SHINY BLACK CROCODILE BREA MM WITH GOLD HARDWARE,2012,yes,bag,0.8125,0.75,1,15.8,bag
196,A LIMITED EDITION BLUE & PINK GRADATION TAURILLON LEATHER MINI SOFT TRUNK WITH SILVER HARDWARE BY VIRGIL ABLOH,2022,yes,case,0.71875,0.9583333333333334,1,16.8,case
197,A PAINTED MONOGRAM CANVAS COFFRET TRÉSOR BOX 20 WITH BRASS HARDWARE,2020,yes,case,0.75,0.9166666666666666,1,16.6,case
198,A LIMITED EDITION CERISES MONOGRAM CANVAS & LEATHER SPEEDY 25 WITH GOLD HARDWARE BY TAKASHI MURAKAMI,2005,yes,bag,0.59375,0.75,1,15.1,bag
199,A LIMITED EDITION BLACK TAURILLON LEATHER INFINITY DOTS CHRISTOPHER BACKPACK MM WITH BLACK HARDWARE BY YAYOI KUSAMA,2023,yes,bag,0.625,0.75,1,16.9,bag
200,A NATURAL WOODEN TRUNK WITH BLACK LACQUERED IRON HARDWARE,1890,no,trunk,0.96875,0.9583333333333334,0,3.6,trunk
201,Vintage Monogram Gemine 8 Pairs Shoe Trunk Brass Hardware,1990,yes,suitcase,0.71875,0.9583333333333334,1,13.6,suitcase
202,Rond Point Shoulder Bag 232,1980,no,bag,0.5625,0.75,0,12.6,bag
203,Authentic Vintage Houston Vernis M91004 Beige Handbag,1998,yes,bag,0.59375,0.7916666666666666,1,14.4,bag
204,Authentic Vintage Monogram Vernis Sutton M91080 Red Handbag,1998,yes,bag,0.53125,0.7083333333333333,1,14.4,bag
205,Authentic Vintage Vernis Reade PM Pink,1998,yes,bag,0.59375,0.7916666666666666,1,14.4,bag
206,Vintage Manolo Blahnik Monogram Centenaire Shoe Trunk Brass Hardware,1996,no,suitcase,0.65625,0.875,0,14.2,suitcase
207,Vintage Monogram Gemine 12 Pairs Shoe Trunk Brass Hardware,1990,no,suitcase,0.71875,0.9583333333333334,0,13.6,suitcase
208,Black Epi Alma PM,1997,yes,bag,0.84375,0.7916666666666666,1,14.3,bag
209,Mimosa Epi Lussac,1996,yes,bag,0.84375,0.7916666666666666,1,14.2,bag
210,Mimosa Epi Noé,1994,yes,bag,0.6875,0.5833333333333333,1,14.0,bag
211,Black Epi Jasmin,1999,yes,bag,0.8125,0.75,1,14.5,bag
212,Monogram Canvas Keepall Bandouliere 55,1997,yes,bag,0.5625,0.75,1,14.3,bag
213,Brown Epi Speedy 30,1995,yes,bag,0.84375,0.7916666666666666,1,14.1,bag
214,Speedy 30 Handbag Monogram Canvas,1960,yes,bag,0.5625,0.75,1,10.6,bag
